source,target,type,weight,evidence
project:differentiable-convex-optimization-layers,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:differentialequationsjl,venue:sciml,PUBLISHED_AT,1.0,url_primary=docs.sciml.ai
project:difftaichi-differentiable-programming-for-physical-simulation,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:diligent-robotics,venue:diligentrobots,PUBLISHED_AT,1.0,url_primary=www.diligentrobots.com
project:direct3d-scalable-image-to-3d-generation-via-3d-latent-diffusion-transformer,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:directional-message-passing-for-molecular-graphs,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:disperse,venue:disperse,PUBLISHED_AT,1.0,url_primary=www.disperse.io
project:distalmotion-dexter,venue:distalmotion,PUBLISHED_AT,1.0,url_primary=distalmotion.com
project:diverse-3d-auxetic-unit-cell-inverse-design-with-deep-learning,venue:aip,PUBLISHED_AT,1.0,url_paper=doi.org
project:domain-randomization-for-transferring-deep-neural-networks-from-simulation-to-th,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:dragonfly,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:drawing2cad-sequence-to-sequence-learning-for-cad-generation-from-vector-drawing,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:dreamfusion,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:dreamgaussian4d-generative-4d-gaussian-splatting,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:dreamplace,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:dreamscene360-unconstrained-text-to-3d-scene-generation-with-panoramic-gaussian,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:duro,venue:durolabs,PUBLISHED_AT,1.0,url_primary=durolabs.co
project:dymos,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:dzine-text-to-cad-ai,venue:dzine,PUBLISHED_AT,1.0,url_primary=www.dzine.ai
project:eddy-current-detection-of-subsurface-defects-for-additivesubtractive-hybrid-manu,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:edge-glued-wooden-panel-defect-detection-using-deep-learning,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:edge-impulse,venue:edgeimpulse,PUBLISHED_AT,1.0,url_primary=www.edgeimpulse.com
project:edgerunner-auto-regressive-auto-encoder-for-artistic-mesh-generation,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:efficient-global-optimization-of-expensive-black-box-functions,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:efficient-pde-constrained-optimization-under-high-dimensional-uncertainty-using,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:efficient-superresolution-of-nearsurface-climate-modeling-using-the-fourier-neur,venue:agu,PUBLISHED_AT,1.0,url_paper=doi.org
project:eigen-innovations,venue:eigeninnovations,PUBLISHED_AT,1.0,url_primary=www.eigeninnovations.com
project:electrix-ai,venue:wscad,PUBLISHED_AT,1.0,url_primary=www.wscad.com
project:electronic-skin-recent-progress-and-future-prospects-for-skinattachable-devices,venue:wiley,PUBLISHED_AT,1.0,url_paper=doi.org
project:emukit,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:end-to-end-deep-learning-framework-for-printed-circuit-board-manufacturing-defec,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:enforcing-dirichlet-boundary-conditions-in-physics-informed-neural-networks-and,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:enhanced-faster-region-convolutional-neural-networks-for-steel-surface-defect-de,venue:isij-international,PUBLISHED_AT,1.0,url_paper=doi.org
project:equiformer-equivariant-graph-attention-transformer-for-3d-atomistic-graphs,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:equiformerv2-improved-equivariant-transformer-for-scaling-to-higher-degree-repre,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:equivariant-diffusion-for-crystal-structure-prediction,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:equivariant-message-passing-for-the-prediction-of-tensorial-properties-and-molec,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:estimation-of-local-strain-fields-in-two-phase-elastic-composite-materials-using,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:evaluation-of-machine-learning-models-for-enhancing-sustainability-in-additive-m,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:explainability-of-laser-powder-bed-fusion-melt-pool-classification-using-deep-le,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:explainable-remaining-tool-life-prediction-for-individualized-production-using-a,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,venue:global-science-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:extrudenet-unsupervised-inverse-sketch-and-extrude-for-shape-parsing,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:factorytalk-design-studio-copilot,venue:rockwellautomation,PUBLISHED_AT,1.0,url_primary=www.rockwellautomation.com
project:faro-buildit-construction,venue:faro,PUBLISHED_AT,1.0,url_primary=www.faro.com
project:fast-and-uncertainty-aware-directional-message-passing-for-non-equilibrium-molec,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:fast-graspnext-a-fast-self-attention-neural-network-architecture-for-multi-task,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:fenicsx,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:fictiv-materialsai,venue:fictiv,PUBLISHED_AT,1.0,url_primary=www.fictiv.com
project:finite-basis-physics-informed-neural-networks-fbpinns-a-scalable-domain-decompos,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:firedrake,venue:firedrakeproject,PUBLISHED_AT,1.0,url_primary=www.firedrakeproject.org
project:flaml,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:flexcad-unified-and-versatile-controllable-cad-generation-with-fine-tuned-large,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:flowmm-generating-materials-with-riemannian-flow-matching,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:flux,venue:flux,PUBLISHED_AT,1.0,url_primary=www.flux.ai
project:fno,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:forcam-enisco,venue:forcam-enisco,PUBLISHED_AT,1.0,url_primary=www.forcam-enisco.net
project:foundation-model-for-material-science,venue:aaai,PUBLISHED_AT,1.0,url_paper=doi.org
project:foundational-large-language-models-for-materials-research,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:fourcastnet,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:fourier-neural-operator-approach-to-large-eddy-simulation-of-three-dimensional-t,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:fourier-neural-operator-for-accurate-optical-fiber-modeling-with-low-complexity,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:fourier-neural-operator-for-image-classification,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:fourier-neural-operator-for-parametric-partial-differential-equations,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:fourier-neural-operator-for-solving-subsurface-oilwater-two-phase-flow-partial-d,venue:spe,PUBLISHED_AT,1.0,url_paper=doi.org
project:fourier-neural-operator-with-learned-deformations-for-pdes-on-general-geometries,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:fpcb-surface-defect-detection-a-decoupled-two-stage-object-detection-framework,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:fpinns-fractional-physics-informed-neural-networks,venue:siam,PUBLISHED_AT,1.0,url_paper=doi.org
project:free2cad,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:freehand-sketch-generation-from-mechanical-components,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:from-text-to-design-a-framework-to-leverage-llm-agents-for-automated-cad-generat,venue:cambridge-univ-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:frustum-truesolid,venue:siemens,PUBLISHED_AT,1.0,url_primary=www.siemens.com
project:frustum-truesolid-generative-design,venue:siemens,PUBLISHED_AT,1.0,url_primary=www.siemens.com
project:fusion-360-generative,venue:autodesk,PUBLISHED_AT,1.0,url_primary=www.autodesk.com
project:fusion-360-manufacturing-extension,venue:autodesk,PUBLISHED_AT,1.0,url_primary=www.autodesk.com
project:fusion360-gallery-dataset,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:gain-scheduling-with-a-neural-operator-for-a-transport-pde-with-nonlinear-recirc,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:gaussianobject-high-quality-3d-object-reconstruction-from-four-views-with-gaussi,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:gemnet-oc-developing-graph-neural-networks-for-large-and-diverse-molecular-simul,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:gemnet-universal-directional-graph-neural-networks-for-molecules,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:gencad-3d-cad-program-generation-using-multimodal-latent-space-alignment-and-syn,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:gencad-image-conditioned-computer-aided-design-generation-with-transformer-based,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:generate,venue:generate,PUBLISHED_AT,1.0,url_primary=generate.design
project:generate-timber-optioneering,venue:generate,PUBLISHED_AT,1.0,url_primary=generate.design
project:generative-ai-meets-cad-enhancing-engineering-design-to-manufacturing-processes,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:generative-design-by-embedding-topology-optimization-into-conditional-generative,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:generative-design-by-using-exploration-approaches-of-reinforcement-learning-in-d,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:genesis,venue:github,PUBLISHED_AT,1.0,url_primary=genesis-embodied-ai.github.io
project:genix-copilot,venue:abb,PUBLISHED_AT,1.0,url_primary=new.abb.com
project:geomagic-design-x,venue:hexagon,PUBLISHED_AT,1.0,url_primary=hexagon.com
project:geomagic-for-solidworks,venue:hexagon,PUBLISHED_AT,1.0,url_primary=hexagon.com
project:geomagic-wrap,venue:hexagon,PUBLISHED_AT,1.0,url_primary=hexagon.com
project:geometry-informed-neural-operator-for-large-scale-3d-pdes,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:geometry-informed-neural-operator-transformer-for-partial-differential-equations,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:get3d,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:gibbscam,venue:gibbscam,PUBLISHED_AT,1.0,url_primary=www.gibbscam.com
project:gino,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:glean-chat,venue:glean,PUBLISHED_AT,1.0,url_primary=www.glean.com
project:gnome,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=www.nature.com
project:gnot-a-general-neural-operator-transformer-for-operator-learning,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:gnucleus,venue:gnucleus,PUBLISHED_AT,1.0,url_primary=gnucleus.ai
project:google-circuit-training,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:google-scanned-objects,venue:research,PUBLISHED_AT,1.0,url_primary=research.google
project:gpflow,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:gpt-models-in-construction-industry-opportunities-limitations-and-a-use-case-val,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:gpt4aigchip,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:gpytorch,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:graph-convolutional-neural-networks-with-global-attention-for-improved-materials,venue:rsc,PUBLISHED_AT,1.0,url_paper=doi.org
project:graph-networks-as-a-universal-machine-learning-framework-for-molecules-and-cryst,venue:acs,PUBLISHED_AT,1.0,url_paper=doi.org
project:graph-representation-of-3d-cad-models-for-machining-feature-recognition-with-dee,venue:asme,PUBLISHED_AT,1.0,url_paper=doi.org
project:graphcast,venue:science,PUBLISHED_AT,1.0,url_paper=www.science.org
project:graspmixer-hybrid-of-contact-surface-sampling-and-grasp-feature-mixing-for-grasp,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:graspnet-1billion-a-large-scale-benchmark-for-general-object-grasping,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:hebo,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:heterogeneous-sensor-data-fusion-for-multiscale-shape-agnostic-flaw-detection-in,venue:taylor-francis,PUBLISHED_AT,1.0,url_paper=doi.org
project:hi3d-pursuing-high-resolution-image-to-3d-generation-with-video-diffusion-models,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:hierarchical-cadnet-learning-from-b-reps-for-machining-feature-recognition,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:hierarchical-neural-coding-for-controllable-cad-model-generation,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:high-dimensional-bayesian-optimization-with-sparse-axis-aligned-subspaces,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:high-frequency-wavefield-extrapolation-using-the-fourier-neural-operator,venue:oxford-univ-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:higharc,venue:higharc,PUBLISHED_AT,1.0,url_primary=www.higharc.com
project:histcad-geometrically-constrained-parametric-history-based-cad-dataset,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:hitem3d,venue:hitem3d,PUBLISHED_AT,1.0,url_primary=www.hitem3d.ai
project:honeywell-forge-production-intelligence-ai-assistant,venue:honeywell,PUBLISHED_AT,1.0,url_primary=www.honeywell.com
project:hp-variational-physics-informed-neural-networks-for-nonlinear-two-phase-transpor,venue:begell-house,PUBLISHED_AT,1.0,url_paper=doi.org
project:hpnet-deep-primitive-segmentation-using-hybrid-representations,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:hubs-instant-quote,venue:hubs,PUBLISHED_AT,1.0,url_primary=www.hubs.com
project:human-intrusion-detection-in-static-hazardous-areas-at-construction-sites-deep-l,venue:asce,PUBLISHED_AT,1.0,url_paper=doi.org
project:humangaussian-text-driven-3d-human-generation-with-gaussian-splatting,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:hunyuan3d-10-a-unified-framework-for-text-to-3d-and-image-to-3d-generation,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:hunyuan3d-2,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:hxgn-alix,venue:hexagon,PUBLISHED_AT,1.0,url_primary=hexagon.com
project:hybrid-additive-manufacturing-of-highly-sustainable-polylactic-acid-carbon-fiber,venue:sage-publishing,PUBLISHED_AT,1.0,url_paper=doi.org
project:hybrid-data-augmentation-for-enhanced-crack-detection-in-building-construction,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:hybrid-thermal-modeling-of-additive-manufacturing-processes-using-physics-inform,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:hyperganic,venue:hyperganic,PUBLISHED_AT,1.0,url_primary=www.hyperganic.com
project:hyperganic-hydesign,venue:hyperganic,PUBLISHED_AT,1.0,url_primary=www.hyperganic.com
project:icsd,venue:fiz-karlsruhe,PUBLISHED_AT,1.0,url_primary=icsd.products.fiz-karlsruhe.de
project:idrlnet,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:img2cad-conditioned-3d-cad-model-generation-from-single-image-with-structured-vi,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:implicit-conversion-of-manifold-b-rep-solids-by-neural-halfspace-representation,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:improved-bare-pcb-defect-detection-approach-based-on-deep-feature-learning,venue:iet,PUBLISHED_AT,1.0,url_paper=doi.org
project:in-process-monitoring-of-porosity-in-additive-manufacturing-using-optical-emissi,venue:taylor-francis,PUBLISHED_AT,1.0,url_paper=doi.org
project:in-process-tool-wear-prediction-system-based-on-machine-learning-techniques-and,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:inbolt,venue:inbolt,PUBLISHED_AT,1.0,url_primary=www.inbolt.com
project:incremental-spatial-and-spectral-learning-of-neural-operators-for-solving-large,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:inexpensive-high-fidelity-melt-pool-models-in-additive-manufacturing-using-gener,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:inferring-cad-modeling-sequences-using-zone-graphs,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:infinitform,venue:infinitform,PUBLISHED_AT,1.0,url_primary=infinitform.com
project:inkbit-vision-controlled-jetting,venue:inkbit3d,PUBLISHED_AT,1.0,url_primary=inkbit3d.com
project:inkbit-vista,venue:inkbit3d,PUBLISHED_AT,1.0,url_primary=inkbit3d.com
project:instantmesh,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:integration-of-industry-40-related-technologies-in-construction-industry-a-frame,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:intelligent-automation-manufacturing-for-betula-solid-timber-based-on-machine-vi,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:intelligent-defect-diagnosis-of-appearance-quality-for-prefabricated-concrete-co,venue:asce,PUBLISHED_AT,1.0,url_paper=doi.org
project:interface-pinns-i-pinns-a-physics-informed-neural-networks-framework-for-interfa,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:interpretable-machine-learning-approach-for-exploring-process-structure-property,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:inverse-design-of-a-topological-phononic-beam-with-interface-modes,venue:iop,PUBLISHED_AT,1.0,url_paper=doi.org
project:inverse-design-of-acoustic-metamaterials-based-on-machine-learning-using-a-gauss,venue:aip,PUBLISHED_AT,1.0,url_paper=doi.org
project:inverse-design-of-graphene-metamaterial-based-on-machine-learning-and-evolutiona,venue:optica,PUBLISHED_AT,1.0,url_paper=doi.org
project:inverse-design-of-nonlinear-mechanical-metamaterials-via-video-denoising-diffusi,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:inverse-design-of-phononic-crystals-for-anticipated-wave-propagation-by-integrat,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:inverse-designed-spinodoid-metamaterials,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:inverse-machine-learning-framework-for-optimizing-lightweight-metamaterials,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:inversecsg,venue:acm-digital-library,PUBLISHED_AT,1.0,url_paper=doi.org
project:inverting-the-structureproperty-map-of-truss-metamaterials-by-deep-learning,venue:pnas,PUBLISHED_AT,1.0,url_paper=doi.org
project:investigation-of-deep-learning-for-real-time-melt-pool-classification-in-additiv,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:invisalign,venue:invisalign,PUBLISHED_AT,1.0,url_primary=www.invisalign.com
project:ironcad-ai-chatbot,venue:ironcad,PUBLISHED_AT,1.0,url_primary=www.ironcad.com
project:isaac-lab,venue:nvidia,PUBLISHED_AT,1.0,url_primary=developer.nvidia.com
project:isogeometric-topology-optimization-based-on-deep-learning,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:jarvis-dft,venue:nist,PUBLISHED_AT,1.0,url_primary=jarvis.nist.gov
project:jax-cfd,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:jax-md,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:jitx,venue:jitx,PUBLISHED_AT,1.0,url_primary=www.jitx.com
project:jmetalpy-a-python-framework-for-multi-objective-optimization-with-metaheuristics,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:joinable-learning-bottom-up-assembly-of-parametric-cad-joints,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:kaedim,venue:kaedim3d,PUBLISHED_AT,1.0,url_primary=www.kaedim3d.com
project:kitovai,venue:kitov,PUBLISHED_AT,1.0,url_primary=www.kitov.ai
project:lagrangebench,venue:github,PUBLISHED_AT,1.0,url_primary=github.com
project:landinglens,venue:landing,PUBLISHED_AT,1.0,url_primary=landing.ai
project:large-language-models-for-computer-aided-design-a-survey,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:latent-nerf-for-shape-guided-generation-of-3d-shapes-and-textures,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:layer-3d-ai-models,venue:layer,PUBLISHED_AT,1.0,url_primary=www.layer.ai
project:learning-the-stress-strain-fields-in-digital-composites-using-fourier-neural-ope,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:learning-to-control-pdes-with-differentiable-physics,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:learning-to-infer-and-execute-3d-shape-programs,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:learning-to-solve-the-elastic-wave-equation-with-fourier-neural-operators,venue:seg,PUBLISHED_AT,1.0,url_paper=doi.org
project:linear-attention-coupled-fourier-neural-operator-for-simulation-of-three-dimensi,venue:aip,PUBLISHED_AT,1.0,url_paper=doi.org
project:lion-latent-point-diffusion-models-for-3d-shape-generation,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:long-term-predictions-of-turbulence-by-implicit-u-net-enhanced-fourier-neural-op,venue:aip,PUBLISHED_AT,1.0,url_paper=doi.org
project:lrm-large-reconstruction-model-for-single-image-to-3d,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:luciddreamer-domain-free-generation-of-3d-gaussian-splatting-scenes,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:lumi-ai,venue:luminary,PUBLISHED_AT,1.0,url_primary=luminary.ai
project:luminary-cloud-platform,venue:luminary,PUBLISHED_AT,1.0,url_primary=luminary.ai
project:luminary-shift-wing,venue:luminarycloud,PUBLISHED_AT,1.0,url_primary=www.luminarycloud.com
project:luminicad,venue:luminicad,PUBLISHED_AT,1.0,url_primary=www.luminicad.com
project:lychee-gen,venue:lychee,PUBLISHED_AT,1.0,url_primary=lychee.co
project:m3gnet,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=www.nature.com
project:mace,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:machine-learning-assisted-design-and-optimization-of-plate-lattice-structures-wi,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:machine-learning-based-characterization-and-inverse-design-of-metamaterials,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:machine-learning-based-multi-objective-optimization-for-enhancing-the-performanc,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:machine-learning-based-prediction-and-inverse-design-of-2d-metamaterial-structur,venue:rsc,PUBLISHED_AT,1.0,url_paper=doi.org
project:machine-learning-based-topology-optimization-in-3d-printing,venue:ieee-xplore,PUBLISHED_AT,1.0,url_paper=doi.org
project:machine-learning-driven-design-of-support-structures-and-process-parameters-in-a,venue:taylor-francis,PUBLISHED_AT,1.0,url_paper=doi.org
project:machine-learning-driven-on-demand-design-of-phononic-beams,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:machine-learning-for-metal-additive-manufacturing-predicting-temperature-and-mel,venue:springer,PUBLISHED_AT,1.0,url_paper=doi.org
project:machining-feature-recognition-based-on-deep-neural-networks-to-support-tight-int,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:magic3d,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:magical-analog-layout,venue:openreview,PUBLISHED_AT,1.0,url_paper=openreview.net
project:markforged-eiger,venue:markforged,PUBLISHED_AT,1.0,url_primary=markforged.com
project:mass-finishing-for-additive-manufacturing-tribological-analysis-surface-topology,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:mastercam-copilot,venue:mastercam,PUBLISHED_AT,1.0,url_primary=www.mastercam.com
project:masterpiece-x-generate,venue:masterpiecex,PUBLISHED_AT,1.0,url_primary=masterpiecex.com
project:matbench,venue:materialsproject,PUBLISHED_AT,1.0,url_primary=docs.materialsproject.org
project:materialise-magics,venue:materialise,PUBLISHED_AT,1.0,url_primary=www.materialise.com
project:materialise-mimics,venue:materialise,PUBLISHED_AT,1.0,url_primary=www.materialise.com
project:materials-graph-library-matgl-an-open-source-graph-deep-learning-library-for-mat,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:matlab-ai-chat-playground,venue:mathworks,PUBLISHED_AT,1.0,url_primary=www.mathworks.com
project:matlab-copilot,venue:mathworks,PUBLISHED_AT,1.0,url_primary=www.mathworks.com
project:mattergen,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=www.nature.com
project:mattergen-a-generative-model-for-inorganic-materials-design,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:matterport3d,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:mattersim-a-deep-learning-atomistic-model-across-elements-temperatures-and-press,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:maziarraissihfm-hidden-fluid-mechanics,venue:zenodo,PUBLISHED_AT,1.0,url_paper=doi.org
project:md17,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:mechanistic-data-driven-prediction-of-as-built-mechanical-properties-in-metal-ad,venue:nature-portfolio,PUBLISHED_AT,1.0,url_paper=doi.org
project:melt-pool-super-solution-reconstruction-based-on-dual-path-deep-learning-for-las,venue:doi-unknown-publisher,PUBLISHED_AT,1.0,url_paper=doi.org
project:meshanything-artist-created-mesh-generation-with-autoregressive-transformers,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:meshgpt,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:meshgraphnets,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:meshy-ai,venue:meshy,PUBLISHED_AT,1.0,url_primary=www.meshy.ai
project:metagraspnet-v0-a-large-scale-benchmark-dataset-for-vision-driven-robotic-graspi,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:metal-additive-manufacturing-and-molten-pool-dynamic-characterization-monitoring,venue:mdpi,PUBLISHED_AT,1.0,url_paper=doi.org
project:michelangelo-conditional-3d-shape-generation-based-on-shape-image-text-aligned-l,venue:arxiv,PUBLISHED_AT,1.0,url_paper=doi.org
project:microstructpy,venue:elsevier-sciencedirect,PUBLISHED_AT,1.0,url_paper=doi.org
project:mighty-oak-medical,venue:mightyoakmedical,PUBLISHED_AT,1.0,url_primary=www.mightyoakmedical.com
project:ml-assisted-dtco-framework,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
project:modeling-evaluating-the-performance-of-convolutional-neural-networks-for-classif,venue:tech-science-press,PUBLISHED_AT,1.0,url_paper=doi.org
project:modeling-of-a-multi-parameter-chaotic-optoelectronic-oscillator-based-on-the-fou,venue:optica,PUBLISHED_AT,1.0,url_paper=doi.org
project:modelnet40,venue:arxiv,PUBLISHED_AT,1.0,url_paper=arxiv.org
