source,target,type,weight,evidence
project:one-2-3-45-any-single-image-to-3d-mesh-in-45-seconds-without-per-shape-optimizat,project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,BUILT_ON,1.0,"we first use a view-conditioned 2D diffusion model, Zero123, to generate multi-view images for the input view"
project:one-2-3-45-fast-single-image-to-3d-objects-with-consistent-multi-view-generation,project:one-2-3-45-any-single-image-to-3d-mesh-in-45-seconds-without-per-shape-optimizat,BUILT_ON,1.0,"One-2-3-45++, an innovative method that transforms a single image into a detailed 3D textured mesh in approximately one minute"
project:one-2-3-45-fast-single-image-to-3d-objects-with-consistent-multi-view-generation,project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,BUILT_ON,1.0,initially finetuning a 2D diffusion model for consistent multi-view image generation
project:operator-learning-with-neural-fields-tackling-pdes-on-general-geometries,project:fourier-neural-operator-for-parametric-partial-differential-equations,CITES,1.0,neural operators present a promising milestone toward mapping functions directly
project:operator-learning-with-neural-fields-tackling-pdes-on-general-geometries,project:fourier-neural-operator-with-learned-deformations-for-pdes-on-general-geometries,CITES,1.0,Despite impressive results they still face challenges with respect to the domain geometry and typically rely on some form of discretization
project:opportunities-and-challenges-of-generative-ai-in-construction-industry-focusing,project:gpt-models-in-construction-industry-opportunities-limitations-and-a-use-case-val,CITES,1.0,the emergence and rapid adoption of advanced large language models (LLMs) like OpenAI’s GPT
project:opportunities-and-challenges-of-generative-ai-in-construction-industry-focusing,project:artificial-intelligence-and-smart-vision-for-building-and-construction-40-machin,CITES,1.0,"reflected perception in literature, analyzes the industry perception using programming-based word cloud and frequency analysis"
project:oqmd,project:icsd,CITES,1.0,compounds from the Inorganic Crystal Structure Database (ICSD)
project:orbnet-deep-learning-for-quantum-chemistry-using-symmetry-adapted-atomic-orbital,project:qm9,BENCHMARKED_AGAINST,1.0,"applications to datasets of drug-like molecules, including QM7b-T, QM9, GDB-13-T, DrugBank, and the conformer benchmark dataset of Folmsbee and Hutchison"
project:partnet,project:shapenet-an-information-rich-3d-model-repository,BENCHMARKED_AGAINST,1.0,"state-of-the-art performance, both for fine-grained and semantic segmentation, on the public benchmark"
project:partnet,project:abc-dataset,BENCHMARKED_AGAINST,1.0,"state-of-the-art performance, both for fine-grained and semantic segmentation, on the public benchmark"
project:partnet,project:thingi10k,BENCHMARKED_AGAINST,1.0,"state-of-the-art performance, both for fine-grained and semantic segmentation, on the public benchmark"
project:pc2wf-3d-wireframe-reconstruction-from-raw-point-clouds,project:brep2seq-a-dataset-and-hierarchical-deep-learning-network-for-reconstruction-and,BENCHMARKED_AGAINST,1.0,outperforms several baselines
project:pc2wf-3d-wireframe-reconstruction-from-raw-point-clouds,project:point2cad-reverse-engineering-cad-models-from-3d-point-clouds,BENCHMARKED_AGAINST,1.0,outperforms several baselines
project:pdebench,project:pinn-original,BENCHMARKED_AGAINST,1.0,"baseline results with popular machine learning models (FNO, U-Net, PINN, Gradient-Based Inverse Method)"
project:periodic-graph-transformers-for-crystal-material-property-prediction,project:crystal-graph-convolutional-neural-networks-for-an-accurate-and-interpretable-pr,BENCHMARKED_AGAINST,1.0,our Matformer outperforms baseline methods consistently
project:periodic-graph-transformers-for-crystal-material-property-prediction,project:graph-convolutional-neural-networks-with-global-attention-for-improved-materials,BENCHMARKED_AGAINST,1.0,our Matformer outperforms baseline methods consistently
project:physics-and-geometry-informed-neural-operator-network-with-application-to-acoust,project:deeponet,BUILT_ON,1.0,we propose a physics-informed deep operator network (DeepONet) capable of predicting the scattered pressure field
project:physics-and-geometry-informed-neural-operator-network-with-application-to-acoust,project:deeponet,CITES,1.0,we propose a physics-informed deep operator network (DeepONet) capable of predicting the scattered pressure field
project:physics-informed-geometry-aware-neural-operator,project:physics-informed-neural-operator-for-learning-partial-differential-equations,CITES,1.0,physics-informed training offers an alternative way of building neural operators
project:physics-informed-neural-network-for-lithium-ion-battery-degradation-stable-model,project:pinn-original,CITES,1.0,we propose a physics-informed neural network (PINN) for accurate and stable estimation of battery SOH
project:physics-informed-neural-networks-for-heat-transfer-problems,project:pinn-original,CITES,1.0,Physics-informed neural networks (PINNs) have gained popularity across different engineering fields due to their effectiveness
project:physics-informed-neural-networks-for-inverse-problems-in-nano-optics-and-metamat,project:pinn-original,CITES,1.0,we employ the emerging paradigm of physics-informed neural networks (PINNs) for the solution of representative inverse scattering problems
project:physics-informed-neural-networks-for-inverse-problems-in-supersonic-flows,project:pinn-original,BUILT_ON,1.0,"we employ the physics-informed neural networks (PINNs) and its extended version, extended PINNs (XPINNs)"
project:physics-informed-neural-networks-for-inverse-problems-in-supersonic-flows,project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,BUILT_ON,1.0,"we employ the physics-informed neural networks (PINNs) and its extended version, extended PINNs (XPINNs), where domain decomposition allows deploying locally powerful neural networks in each subdomain"
project:physics-informed-neural-networks-for-solving-reynolds-averaged-navierstokes-equa,project:pinn-original,CITES,1.0,Physics-informed neural networks (PINNs) are successful machine-learning methods for the solution and identification of partial differential equations.
project:physics-informed-neural-operator-for-learning-partial-differential-equations,project:fno,BUILT_ON,1.0,PINO uses the Fourier neural operator (FNO) framework that is guaranteed to be a universal approximator
project:physics-informed-neural-operator-for-learning-partial-differential-equations,project:pinn-original,CITES,1.0,"previous approaches, such as the Physics-Informed Neural Network (PINN), fail due to optimization challenges"
project:pino,project:physics-informed-neural-operator-for-learning-partial-differential-equations,BUILT_ON,1.0,extends the accuracy and efficiency of PINO and spectral differentiation to non-periodic and non-smooth PDEs
project:pino,project:fno,BUILT_ON,1.0,It leverages the Fourier Neural Operator to learn solution operators in function spaces
project:plasma-surrogate-modelling-using-fourier-neural-operators,project:fno,BUILT_ON,1.0,"We demonstrate accurate predictions of plasma evolution both in simulation and experimental domains using deep learning-based surrogate modelling tools, viz., Fourier neural operators (FNO)."
project:positional-knowledge-is-all-you-need-position-induced-transformer-pit-for-operat,project:fourier-neural-operator-for-parametric-partial-differential-equations,BENCHMARKED_AGAINST,1.0,PiT exhibits superior performance over current state-of-the-art neural operators in a variety of complex operator learning tasks across diverse PDE benchmarks
project:prediction-of-turbulent-channel-flow-using-fourier-neural-operator-based-machine,project:long-term-predictions-of-turbulence-by-implicit-u-net-enhanced-fourier-neural-op,BUILT_ON,1.0,The implicit U-Net enhanced Fourier neural operator (IUFNO) combines the loop structure of implicit FNO (IFNO) with U-Net
project:prediction-of-turbulent-channel-flow-using-fourier-neural-operator-based-machine,project:fourier-neural-operator-approach-to-large-eddy-simulation-of-three-dimensional-t,CITES,1.0,leading to enhanced long-term predictive ability in the large-eddy simulations (LES) of turbulent channel flow
project:pretraining-codomain-attention-neural-operators-for-solving-multiphysics-pdes,project:deeponet,BENCHMARKED_AGAINST,1.0,we found CoDA-NO to outperform existing methods by over 36%
project:realpdebench,project:pdebench,CITES,1.0,"RealPDEBench, the first benchmark for scientific ML that integrates real-world measurements with paired numerical simulations"
project:realpdebench,project:cfdbench,CITES,1.0,"RealPDEBench consists of five datasets, three tasks, eight metrics, and ten baselines"
project:realpdebench,project:lagrangebench,CITES,1.0,"RealPDEBench consists of five datasets, three tasks, eight metrics, and ten baselines"
project:reinforcement-learning-for-topology-optimization-of-a-synchronous-reluctance-mot,project:generative-design-by-using-exploration-approaches-of-reinforcement-learning-in-d,CITES,1.0,a method for topology optimization (TO) of a synchronous reluctance motor (SynRM) is proposed using deep reinforcement learning (RL)
project:scalable-global-optimization-via-local-bayesian-optimization,project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,CITES,1.0,Bayesian optimization has recently emerged as a popular method for the sample-efficient optimization of expensive black-box functions
project:scan2cad,project:shapenet-an-information-rich-3d-model-repository,BUILT_ON,1.0,14225 CAD models from ShapeNet and their counterpart objects in the scans
project:secad-net-self-supervised-cad-reconstruction-by-learning-sketch-extrude-operatio,project:extrudenet-unsupervised-inverse-sketch-and-extrude-for-shape-parsing,BENCHMARKED_AGAINST,1.0,show superiority over state-of-the-art alternatives including the closely related method for supervised CAD reconstruction
project:sim-to-real-transfer-of-robotic-control-with-dynamics-randomization,project:domain-randomization-for-transferring-deep-neural-networks-from-simulation-to-th,CITES,1.0,"By randomizing the dynamics of the simulator during training, we are able to develop policies that are capable of adapting to very different dynamics"
project:sketchgen-generating-constrained-cad-sketches,project:sketchgraphs-a-large-scale-dataset-for-modeling-relational-geometry-in-computer,BENCHMARKED_AGAINST,1.0,our approach significantly out performs the state-of-the-art in CAD sketch generation
project:solving-pdes-by-variational-physics-informed-neural-networks-an-a-posteriori-err,project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,CITES,1.0,variational physics-informed neural networks (VPINNs)
project:solving-seismic-wave-equations-on-variable-velocity-models-with-fourier-neural-o,project:fno,CITES,1.0,this work leverages the Fourier neural operator (FNO) to effectively learn the frequency domain seismic wavefields
project:spatial-temporal-modeling-using-deep-learning-for-real-time-monitoring-of-additi,project:convolutional-lstm-based-melt-pool-prediction-from-images-of-laser-tool-path-str,CITES,1.0,using the architecture of convolutional long short-term memory (LSTM) to monitor the spatial-temporal relationships and detect anomalies
project:spatial-temporal-modeling-using-deep-learning-for-real-time-monitoring-of-additi,project:multi-phenomena-melt-pool-sensor-data-fusion-for-enhanced-process-monitoring-of,CITES,1.0,one of the most widely adopted data types in in-situ monitoring of LPBF
project:spfn-supervised-fitting-of-geometric-primitives-to-3d-point-clouds,project:point2primitive-cad-reconstruction-from-point-cloud-by-direct-primitive-predicti,BENCHMARKED_AGAINST,1.0,demonstrate a significant improvement over both the state-of-the-art RANSAC-based methods and the direct neural prediction
project:splatsdf-boosting-sdf-nerf-via-architecture-level-fusion-with-gaussian-splats,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,BUILT_ON,1.0,"SplatSDF, a novel SDF-NeRF architecture that accelerates convergence using 3D Gaussian splats (3DGS), which can be quickly pre-trained"
project:splatsdf-boosting-sdf-nerf-via-architecture-level-fusion-with-gaussian-splats,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,BENCHMARKED_AGAINST,1.0,SplatSDF achieves 3X faster convergence to the same geometric accuracy than the best baseline
project:splatter-image-ultra-fast-single-view-3d-reconstruction,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,CITES,1.0,"Splatter Image is based on Gaussian Splatting, which allows fast and high-quality reconstruction of 3D scenes from multiple images."
project:stress-based-topology-optimization-method-using-deep-learning,project:topology-optimization-using-convolutional-neural-network,BUILT_ON,1.0,The popular U-Net network structure is adopted to improve the edge extraction ability of the neural network.
project:syncdreamer-generating-multiview-consistent-images-from-a-single-view-image,project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,CITES,1.0,"Using pretrained large-scale 2D diffusion models, recent work Zero123 demonstrates the ability to generate plausible novel views from a single-view image of an object."
project:synthesizing-structured-cad-models-with-equality-saturation-and-inverse-transfor,project:inversecsg,CITES,1.0,existing mesh decompilers use heuristics that can obfuscate high-level structure
project:text-to-cadquery-a-new-paradigm-for-cad-generation-with-scalable-large-model-cap,project:text2cad-generating-sequential-cad-models-from-beginner-to-expert-level-text-pro,CITES,1.0,"we augment the Text2CAD dataset with 170,000 CadQuery annotations"
project:text2cad-generating-sequential-cad-models-from-beginner-to-expert-level-text-pro,project:deepcad,BUILT_ON,1.0,data annotation pipeline for generating text prompts based on natural language instructions for the DeepCAD dataset
project:text2cad-generating-sequential-cad-models-from-beginner-to-expert-level-text-pro,project:text2cad-text-to-3d-cad-generation-via-technical-drawings,CITES,1.0,"We propose Text2CAD, the first AI framework for generating text-to-parametric CAD models using designer-friendly instructions"
project:text2tex-text-driven-texture-synthesis-via-diffusion-models,project:scalable-diffusion-for-materials-generation,BENCHMARKED_AGAINST,1.0,our method significantly outperforms the existing text-driven approaches and GAN-based methods
project:topologygan,project:generative-design-by-embedding-topology-optimization-into-conditional-generative,BENCHMARKED_AGAINST,1.0,"Compared to a baseline cGAN, TopologyGAN achieves a nearly 3 × reduction in the mean squared error and a 2.5 × reduction in the mean absolute error"
project:torchmd-net-equivariant-transformers-for-neural-network-based-molecular-potentia,project:md17,BENCHMARKED_AGAINST,1.0,outperforming state-of-the-art on MD17
project:torchmd-net-equivariant-transformers-for-neural-network-based-molecular-potentia,project:ani-1,BENCHMARKED_AGAINST,1.0,"outperforming state-of-the-art on MD17, ANI-1, and many QM9 targets"
project:transporter-networks-rearranging-the-visual-world-for-robotic-manipulation,project:domain-randomization-for-transferring-deep-neural-networks-from-simulation-to-th,BENCHMARKED_AGAINST,1.0,orders of magnitude more sample efficient than our benchmarked alternatives in learning vision-based manipulation tasks
project:transporter-networks-rearranging-the-visual-world-for-robotic-manipulation,project:sim-to-real-transfer-of-robotic-control-with-dynamics-randomization,BENCHMARKED_AGAINST,1.0,orders of magnitude more sample efficient than our benchmarked alternatives in learning vision-based manipulation tasks
project:typedschematics-a-block-based-pcb-design-tool-with-real-time-detection-of-common,project:fusion-360-generative,BENCHMARKED_AGAINST,1.0,TypedSchematics improvements in design support for merging circuit blocks compared to Fusion 360
project:u-fno-an-enhanced-fourier-neural-operator-based-deep-learning-model-for-multipha,project:fno,BUILT_ON,1.0,U-FNO is designed based on the newly proposed Fourier neural operator (FNO)
project:u-fno-an-enhanced-fourier-neural-operator-based-deep-learning-model-for-multipha,project:fno,BENCHMARKED_AGAINST,1.0,U-FNO architecture is more accurate in gas saturation and pressure buildup predictions than the original FNO
project:understanding-new-machine-learning-architectures-practical-generative-artificial,project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,CITES,1.0,this review examines autoencoder architecture and its derivatives the variational autoencoder and the U-Net in annotating and manipulating images and extracting salience
project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,project:pinn-original,CITES,1.0,Physics-informed neural networks (PINNs) [31] use automatic differentiation to solve partial differential equations (PDEs) by penalizing the PDE in the loss function
project:weatherbench-2,project:weatherbench,CITES,1.0,"WeatherBench 2 is an update to the global, medium‐range (1–14 days) weather forecasting benchmark proposed by (Rasp et al., 2020)"
project:when-do-extended-physics-informed-neural-networks-xpinns-improve-generalization,project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,CITES,1.0,extended PINNs (XPINNs) based on domain decomposition methods have attracted considerable attention
project:when-do-extended-physics-informed-neural-networks-xpinns-improve-generalization,project:pinn-original,CITES,1.0,Physics-informed neural networks (PINNs) have become a popular choice for solving high-dimensional partial differential equations (PDEs)
project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,project:zero-1-to-3-zero-shot-one-image-to-3d-object,BUILT_ON,1.0,minimize the effort of finetuning from off-the-shelf image diffusion models such as Stable Diffusion
