source,target,type,weight,evidence
project:construction-with-digital-twin-information-systems,project:an-adapted-model-of-cognitive-digital-twins-for-building-lifecycle-management,CITES,1.0,builds on existing concepts of Building Information Modeling (BIM)
project:construction-with-digital-twin-information-systems,project:artificial-intelligence-and-smart-vision-for-building-and-construction-40-machin,CITES,1.0,builds on ... artificial intelligence to formulate a mode of construction
project:convolutional-neural-operators-for-robust-and-accurate-learning-of-pdes,project:fourier-neural-operator-for-parametric-partial-differential-equations,BENCHMARKED_AGAINST,1.0,CNOs are tested on a novel suite of benchmarks... and are observed to significantly outperform baselines
project:creo-generative-design-topology,project:creo-generative-design,CITES,1.0,Creo Generative Design Topology is a 2023 commercial product from PTC. Creo is a parametric 3D CAD system from PTC
project:crm-single-image-to-3d-textured-mesh-with-convolutional-reconstruction-model,project:lrm-large-reconstruction-model-for-single-image-to-3d,CITES,1.0,Feed-forward 3D generative models like the Large Reconstruction Model (LRM) [ 18 ] have demonstrated exceptional generation speed
project:csg-stump-a-learning-friendly-csg-like-representation-for-interpretable-shape-pa,project:csgnet-neural-shape-parser-for-constructive-solid-geometry,BENCHMARKED_AGAINST,1.0,CSG-Stump Net achieves superior results compared to previous CSG-based methods
project:csm-ai,project:meshy-ai,BENCHMARKED_AGAINST,1.0,CSM has positioned itself in the prosumer 3D-gen tier competing with Meshy
project:cvxpylayers,project:differentiable-convex-optimization-layers,CITES,1.0,This library accompanies our NeurIPS 2019 paper on differentiable convex optimization layers
project:data-driven-topology-optimization-for-multiscale-biomimetic-spinodal-design,project:multiscale-topology-optimization-using-neural-network-surrogate-models,CITES,1.0,"incorporates a Gaussian Process surrogate for spinodoid constitutive models, enhancing scalability of multiscale topology optimization"
project:deep-generative-design-integration-of-topology-optimization-and-generative-model,project:generative-design-by-embedding-topology-optimization-into-conditional-generative,CITES,1.0,"The proposed framework integrates topology optimization and generative models (e.g., generative adversarial networks (GANs))"
project:deep-generative-design-integration-of-topology-optimization-and-generative-model,project:topologygan,CITES,1.0,"The proposed framework integrates topology optimization and generative models (e.g., generative adversarial networks (GANs))"
project:deep-learning-aided-topology-optimization-of-phononic-crystals,project:deep-learning-for-topology-optimization-of-2d-metamaterials,CITES,1.0,topology optimization of phononic crystals based on the replacement of traditional solvers with a surrogate deep learning model
project:deep-learning-aided-topology-optimization-of-phononic-crystals,project:isogeometric-topology-optimization-based-on-deep-learning,CITES,1.0,use of non-uniform rational basis spline (NURBS) curves instead of pixels and/or mesh elements to control the shape
project:deep-learning-based-steel-pipe-weld-defect-detection,project:enhanced-faster-region-convolutional-neural-networks-for-steel-surface-defect-de,BENCHMARKED_AGAINST,1.0,compared with the two-stage representative object detection algorithm Faster R-CNN
project:deep-learning-based-steel-pipe-weld-defect-detection,project:msft-yolo-improved-yolov5-based-on-transformer-for-detecting-defects-of-steel-su,CITES,1.0,the state-of-the-art single-stage object detection algorithm YOLOv5 is proposed
project:deep-learning-for-topology-optimization-of-2d-metamaterials,project:deep-learning-frameworks-for-structural-topology-optimization,CITES,1.0,existing data-driven models customarily address the optimization of structural designs
project:deep-learning-for-topology-optimization-of-2d-metamaterials,project:deep-learning-aided-topology-optimization-of-phononic-crystals,CITES,1.0,existing data-driven models customarily address the optimization of structural designs rather than metamaterial designs
project:deep-learning-for-topology-optimization-of-2d-metamaterials,project:deep-learning-enabled-on-demand-design-of-chiral-metamaterials,CITES,1.0,Metamaterials are emerging as promising materials exhibiting tailorable and unprecedented properties
project:deep-learning-for-topology-optimization-of-2d-metamaterials,project:machine-learning-based-characterization-and-inverse-design-of-metamaterials,CITES,1.0,data-driven model can play a vital role in accelerating more computationally expensive design problems
project:deep-learning-to-analyze-spatter-and-melt-pool-behavior-during-additive-manufact,project:investigation-of-deep-learning-for-real-time-melt-pool-classification-in-additiv,CITES,1.0,"four deep learning algorithms are applied: YOLOv5, Fast R-CNN, RetinaNet, and EfficientDet"
project:deep-learning-to-analyze-spatter-and-melt-pool-behavior-during-additive-manufact,project:explainability-of-laser-powder-bed-fusion-melt-pool-classification-using-deep-le,CITES,1.0,"four deep learning algorithms are applied: YOLOv5, Fast R-CNN, RetinaNet, and EfficientDet"
project:deep-learning-to-analyze-spatter-and-melt-pool-behavior-during-additive-manufact,project:deep-learning-based-melt-pool-and-porosity-detection-in-components-fabricated-by,CITES,1.0,"four deep learning algorithms are applied: YOLOv5, Fast R-CNN, RetinaNet, and EfficientDet"
project:deep-neural-operator-enabled-digital-twin-modeling-for-additive-manufacturing,project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,BUILT_ON,1.0,an efficient Fourier neural operator (FNO) based surrogate model to approximate the melt pool solution field
project:deepcad,project:skexgen,BUILT_ON,1.0,"most subsequent neural-CAD papers (SkexGen, ComplexGen, BRepGen, CAD-MLLM) reuse"
project:deepcad,project:complexgen-cad-reconstruction-by-b-rep-chain-complex-generation,BUILT_ON,1.0,"most subsequent neural-CAD papers (SkexGen, ComplexGen, BRepGen, CAD-MLLM) reuse"
project:deeponet,project:fno,BENCHMARKED_AGAINST,1.0,DeepONet runs alongside FNO as the canonical operator-learning framework
project:deepxde,project:deeponet,CITES,1.0,DeepXDE is the most-used open-source library for PINNs and DeepONet
project:deepxde,project:pinn-original,CITES,1.0,DeepXDE is the most-used open-source library for PINNs and DeepONet
project:deepxde,project:nvidia-modulus,BENCHMARKED_AGAINST,1.0,The reference implementation that academics adopt before considering NVIDIA Modulus
project:development-and-improvement-of-deep-learning-based-automated-defect-detection-fo,project:enhanced-faster-region-convolutional-neural-networks-for-steel-surface-defect-de,CITES,1.0,using faster region-based convolutional neural network (faster R-CNN)
project:development-and-improvement-of-deep-learning-based-automated-defect-detection-fo,project:automatic-detection-and-classification-of-defective-areas-on-metal-parts-by-usin,CITES,1.0,using faster region-based convolutional neural network (faster R-CNN)
project:dfmpro,project:dfmpro-for-solidworks,BUILT_ON,1.0,"DFMPro by HCLTech is a long-running CAD plugin (Solidworks, NX, Creo)"
project:dfmpro,project:rapiddirect-dfm-analysis,BENCHMARKED_AGAINST,1.0,"Reference example of the rule-first DfM school, now layering ML"
project:dfmpro-for-solidworks,project:dfmpro,BUILT_ON,1.0,DFMPro for SOLIDWORKS is a 2024 commercial product from HCLTech
project:diffcsp,project:mattergen,BUILT_ON,1.0,Architecturally distinct from MatterGen by using fractional coordinates and a periodic-equivariant network
project:diffeqfluxjl,project:differentialequationsjl,BUILT_ON,1.0,DiffEqFlux.jl is an implicit deep learning library built using the SciML ecosystem
project:diffeqfluxjl,project:flux,BUILT_ON,1.0,DiffEqFlux.jl provides architectures which match the interfaces of machine learning libraries such as Flux.jl and Lux.jl
project:differentiable-convex-optimization-layers,project:cvxpylayers,BUILT_ON,1.0,"We implement our methodology in version 1.1 of CVXPY, a popular Python-embedded DSL for convex optimization"
project:differentialequationsjl,project:diffeqfluxjl,BUILT_ON,1.0,DifferentialEquations.jl integrates with the Julia package sphere
project:differentialequationsjl,project:neuralpdejl,BUILT_ON,1.0,DifferentialEquations.jl integrates with the Julia package sphere
project:differentialequationsjl,project:optimizationjl,BUILT_ON,1.0,DifferentialEquations.jl integrates with the Julia package sphere
project:directional-message-passing-for-molecular-graphs,project:gemnet-universal-directional-graph-neural-networks-for-molecules,CITES,1.0,DimeNet outperforms previous GNNs on average by 76% on MD17 and by 31% on QM9
project:disperse,project:openspace,BUILT_ON,1.0,OpenSpace is the Visual Intelligence Platform built for construction teams
project:domain-randomization-for-transferring-deep-neural-networks-from-simulation-to-th,project:sim-to-real-transfer-of-robotic-control-with-dynamics-randomization,CITES,1.0,"domain randomization, a simple technique for training models on simulated images that transfer to real images"
project:dreamfusion,project:prolificdreamer-high-fidelity-and-diverse-text-to-3d-generation-with-variational,BUILT_ON,1.0,Score Distillation Sampling (SDS) is now a load-bearing technique across the field
project:dreamfusion,project:magic3d,BUILT_ON,1.0,SDS is now a load-bearing technique across the field
project:dreamfusion,project:mvdream-multi-view-diffusion-for-3d-generation,BUILT_ON,1.0,SDS is now a load-bearing technique across the field
project:dreamgaussian4d-generative-4d-gaussian-splatting,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,BUILT_ON,1.0,an efficient 4D generation framework that builds on Gaussian Splatting (GS)
project:dreamplace,project:google-circuit-training,BUILT_ON,1.0,"used well beyond the original paper, including as a standard-cell placement backend in Google's Circuit Training stack"
project:dreamscene360-unconstrained-text-to-3d-scene-generation-with-panoramic-gaussian,project:text-to-3d-using-gaussian-splatting,CITES,1.0,Our approach utilizes the generative power of a 2D diffusion model and prompt self-refinement to create a high-quality and globally coherent panoramic image.
project:dymos,project:openmdao-an-open-source-framework-for-multidisciplinary-design-analysis-and-opti,BUILT_ON,1.0,Dymos is a framework for the simulation and optimization of dynamical systems within the OpenMDAO Multidisciplinary Analysis and Optimization environment
project:efficient-global-optimization-of-expensive-black-box-functions,project:multi-fidelity-efficient-global-optimization-methodology-and-application-to-airf,CITES,1.0,"response surface methodology that is especially good at modeling nonlinear, multimodal functions"
project:efficient-global-optimization-of-expensive-black-box-functions,project:a-multi-fidelity-bayesian-optimization-approach-based-on-the-expected-further-im,CITES,1.0,"response surface methodology that is especially good at modeling nonlinear, multimodal functions"
project:efficient-global-optimization-of-expensive-black-box-functions,project:multi-fidelity-bayesian-optimization-via-deep-neural-networks,CITES,1.0,"response surface methodology that is especially good at modeling nonlinear, multimodal functions"
project:efficient-superresolution-of-nearsurface-climate-modeling-using-the-fourier-neur,project:fno,BUILT_ON,1.0,"we demonstrate a recently proposed zero-shot super-resolution method, the Fourier neural operator (FNO)"
project:efficient-superresolution-of-nearsurface-climate-modeling-using-the-fourier-neur,project:u-fno-an-enhanced-fourier-neural-operator-based-deep-learning-model-for-multipha,BENCHMARKED_AGAINST,1.0,"FNO shows comparable performance with a widely-used convolutional network, U-Net"
project:end-to-end-deep-learning-framework-for-printed-circuit-board-manufacturing-defec,project:yolov4-mn3-for-pcb-surface-defect-detection,BENCHMARKED_AGAINST,1.0,compare with the current state-of-the-art using the same PCB defect dataset... YOLO V5m
project:enforcing-dirichlet-boundary-conditions-in-physics-informed-neural-networks-and,project:pinn-original,CITES,1.0,enforce Dirichlet boundary conditions in Physics-Informed Neural Networks (PINNs)
project:enforcing-dirichlet-boundary-conditions-in-physics-informed-neural-networks-and,project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,CITES,1.0,enforce Dirichlet boundary conditions in ... Variational Physics-Informed Neural Networks (VPINNs)
project:enhanced-faster-region-convolutional-neural-networks-for-steel-surface-defect-de,project:automatic-detection-and-classification-of-defective-areas-on-metal-parts-by-usin,CITES,1.0,a deep learning defects detection method based on Faster Region Convolutional Neural Networks (Faster R-CNN) is proposed
project:equiformer-equivariant-graph-attention-transformer-for-3d-atomistic-graphs,project:torchmd-net-equivariant-transformers-for-neural-network-based-molecular-potentia,BENCHMARKED_AGAINST,1.0,"Equiformer achieves competitive results to previous models on QM9, MD17 and OC20 datasets"
project:equiformerv2-improved-equivariant-transformer-for-scaling-to-higher-degree-repre,project:equiformer-equivariant-graph-attention-transformer-for-3d-atomistic-graphs,BUILT_ON,1.0,"Starting from Equiformer, we first replace SO(3) convolutions with eSCN convolutions"
project:equiformerv2-improved-equivariant-transformer-for-scaling-to-higher-degree-repre,project:equiformer-equivariant-graph-attention-transformer-for-3d-atomistic-graphs,BENCHMARKED_AGAINST,1.0,compare EquiformerV2 with Equiformer on QM9 and OC20 S2EF-2M datasets
project:equivariant-diffusion-for-crystal-structure-prediction,project:diffcsp,BENCHMARKED_AGAINST,1.0,EquiCSP significantly surpasses existing models in terms of generating accurate structures
project:equivariant-message-passing-for-the-prediction-of-tensorial-properties-and-molec,project:directional-message-passing-for-molecular-graphs,CITES,1.0,improve on common molecule benchmarks over previous networks
project:equivariant-message-passing-for-the-prediction-of-tensorial-properties-and-molec,project:gemnet-universal-directional-graph-neural-networks-for-molecules,CITES,1.0,improve on common molecule benchmarks over previous networks
project:equivariant-message-passing-for-the-prediction-of-tensorial-properties-and-molec,project:nequip,CITES,1.0,improve on common molecule benchmarks over previous networks
project:estimation-of-local-strain-fields-in-two-phase-elastic-composite-materials-using,project:accelerating-phase-field-simulations-through-a-hybrid-adaptive-fourier-neural-op,CITES,1.0,using the UNet to predict the local strain fields
project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,project:pinn-original,CITES,1.0,"both PINNs as well as conservative PINNs (cPINNs), which is a recently proposed domain decomposition approach in the PINN framework"
project:fast-and-uncertainty-aware-directional-message-passing-for-non-equilibrium-molec,project:directional-message-passing-for-molecular-graphs,CITES,1.0,"we propose the DimeNet++ model, which is 8x faster and 10% more accurate than the original DimeNet"
project:fast-and-uncertainty-aware-directional-message-passing-for-non-equilibrium-molec,project:qm9,BENCHMARKED_AGAINST,1.0,DimeNet++ on the QM9 benchmark of equilibrium molecules
project:fast-graspnext-a-fast-self-attention-neural-network-architecture-for-multi-task,project:metagraspnet-v0-a-large-scale-benchmark-dataset-for-vision-driven-robotic-graspi,BENCHMARKED_AGAINST,1.0,Experimental results on the MetaGraspNet benchmark dataset show that the Fast GraspNeXt network design achieves the highest performance
project:finite-basis-physics-informed-neural-networks-fbpinns-a-scalable-domain-decompos,project:pinn-original,BUILT_ON,1.0,"Recently, physics-informed neural networks (PINNs) have offered a powerful new paradigm for solving problems relating to differential equations"
project:finite-basis-physics-informed-neural-networks-fbpinns-a-scalable-domain-decompos,project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,CITES,1.0,a scalable approach for solving large problems relating to differential equations called finite basis physics-informed neural networks (FBPINNs)
project:firedrake,project:fenicsx,CITES,1.0,Expressive specification of any PDE using the Unified Form Language from the FEniCS Project
project:flaml,project:smac3,CITES,1.0,FLAML is a lightweight Python library for efficient automation of machine learning and AI operations
project:flowmm-generating-materials-with-riemannian-flow-matching,project:scalable-diffusion-for-materials-generation,BENCHMARKED_AGAINST,1.0,more efficient and more flexible than competing methods
project:flowmm-generating-materials-with-riemannian-flow-matching,project:crystal-diffusion-variational-autoencoder-for-periodic-material-generation,BENCHMARKED_AGAINST,1.0,simplifying the problem of learning crystal structures compared with diffusion models
project:fno,project:u-fno-an-enhanced-fourier-neural-operator-based-deep-learning-model-for-multipha,BUILT_ON,1.0,"FNO and its descendants (F-FNO, U-FNO, GINO, PINO) underpin most modern physics-surrogate products"
project:fno,project:gino,BUILT_ON,1.0,"FNO and its descendants (F-FNO, U-FNO, GINO, PINO) underpin most modern physics-surrogate products"
project:fno,project:pino,BUILT_ON,1.0,"FNO and its descendants (F-FNO, U-FNO, GINO, PINO) underpin most modern physics-surrogate products"
project:foundational-large-language-models-for-materials-research,project:foundation-model-for-material-science,CITES,1.0,developed through continued pretraining of LLaMA models on an extensive corpus of materials literature
project:foundational-large-language-models-for-materials-research,project:a-foundation-model-for-atomistic-materials-chemistry,CITES,1.0,domain adaptation towards developing practically deployable LLM copilots for materials research
project:fourcastnet,project:fno,BUILT_ON,1.0,Built on the Adaptive Fourier Neural Operator (AFNO)
project:fourcastnet,project:graphcast,BENCHMARKED_AGAINST,1.0,remains a reference baseline alongside GraphCast and Pangu-Weather
project:fourier-neural-operator-approach-to-large-eddy-simulation-of-three-dimensional-t,project:fno,BUILT_ON,1.0,Fourier neural operator (FNO) model is developed for large eddy simulation (LES) of three-dimensional (3D) turbulence
project:fourier-neural-operator-for-accurate-optical-fiber-modeling-with-low-complexity,project:fno,BUILT_ON,1.0,"a novel deep learning architecture, Fourier neural operator (FNO), has been introduced"
project:fourier-neural-operator-for-image-classification,project:fno,BUILT_ON,1.0,analyze the performance of the Fourier Neural Operator (symbolized by FNO) as a convolution method
project:fourier-neural-operator-for-parametric-partial-differential-equations,project:fno,CITES,1.0,We formulate a new neural operator by parameterizing the integral kernel directly in Fourier space
project:fourier-neural-operator-for-solving-subsurface-oilwater-two-phase-flow-partial-d,project:fno,BUILT_ON,1.0,Fourier neural operator (FNO) is a recently proposed high-efficiency PDE solution architecture
project:fourier-neural-operator-with-learned-deformations-for-pdes-on-general-geometries,project:fno,BUILT_ON,1.0,The FNO model with the FFT is applied in the latent space
project:fourier-neural-operator-with-learned-deformations-for-pdes-on-general-geometries,project:fno,BENCHMARKED_AGAINST,1.0,twice more accurate compared to direct interpolation on existing ML-based PDE solvers such as the standard FNO
project:fpinns-fractional-physics-informed-neural-networks,project:pinn-original,CITES,1.0,"Physics-informed neural networks (PINNs), introduced in [M. Raissi, P. Perdikaris, and G. Karniadakis, J. Comput. Phys., 378 (2019)"
project:from-text-to-design-a-framework-to-leverage-llm-agents-for-automated-cad-generat,project:text-to-cad-generation-through-infusing-visual-feedback-in-large-language-models,BENCHMARKED_AGAINST,1.0,The agent workflow incorporating automated visual feedback outperforms the others
project:from-text-to-design-a-framework-to-leverage-llm-agents-for-automated-cad-generat,project:cad-gpt-synthesising-cad-construction-sequence-with-spatial-reasoning-enhanced-m,CITES,1.0,especially with multimodal LLMs like ChatGPT-4o
project:from-text-to-design-a-framework-to-leverage-llm-agents-for-automated-cad-generat,project:agent-aided-design-for-dynamic-cad-models,CITES,1.0,agent workflows. The agent workflow incorporating automated visual feedback outperforms the others
project:frustum-truesolid-generative-design,project:frustum-truesolid,CITES,1.0,Frustum TrueSOLID Generative Design is a 2017 commercial product from Frustum
project:fusion-360-generative,project:frustum-truesolid-generative-design,BUILT_ON,1.0,originally based on Frustum acquisition by PTC
project:fusion-360-generative,project:frustum-truesolid,BUILT_ON,1.0,originally based on Frustum acquisition by PTC
project:fusion360-gallery-dataset,project:skexgen,CITES,1.0,"Critical for program-CAD generation research (SkexGen, BRepGen, JoinABLE)"
project:fusion360-gallery-dataset,project:abc-dataset,CITES,1.0,preserves the procedural knowledge that ABC lacks
project:fusion360-gallery-dataset,project:joinable-learning-bottom-up-assembly-of-parametric-cad-joints,CITES,1.0,"Critical for program-CAD generation research (SkexGen, BRepGen, JoinABLE)"
project:fusion360-gallery-dataset,project:brep2seq-a-dataset-and-hierarchical-deep-learning-network-for-reconstruction-and,CITES,1.0,"Critical for program-CAD generation research (SkexGen, BRepGen, JoinABLE)"
project:gaussianobject-high-quality-3d-object-reconstruction-from-four-views-with-gaussi,project:3d-gaussian-splatting-for-real-time-radiance-field-rendering,CITES,1.0,represent and render the 3D object with Gaussian splatting
project:gemnet-oc-developing-graph-neural-networks-for-large-and-diverse-molecular-simul,project:open-catalyst-2020-oc20-dataset-and-community-challenges,BUILT_ON,1.0,developing the GemNet-OC model based on the large Open Catalyst 2020 (OC20) dataset
project:gemnet-oc-developing-graph-neural-networks-for-large-and-diverse-molecular-simul,project:open-catalyst-2020-oc20-dataset-and-community-challenges,BENCHMARKED_AGAINST,1.0,GemNet-OC outperforms the previous state-of-the-art on OC20 by 16%
project:gemnet-universal-directional-graph-neural-networks-for-molecules,project:directional-message-passing-for-molecular-graphs,CITES,1.0,We then discretize such GNNs via directed edge embeddings and two-hop message passing
project:gemnet-universal-directional-graph-neural-networks-for-molecules,project:gemnet-oc-developing-graph-neural-networks-for-large-and-diverse-molecular-simul,BENCHMARKED_AGAINST,1.0,"GemNet outperforms previous models on the COLL, MD17, and OC20 datasets by 34%, 41%, and 20%"
project:gencad-3d-cad-program-generation-using-multimodal-latent-space-alignment-and-syn,project:gencad-image-conditioned-computer-aided-design-generation-with-transformer-based,CITES,1.0,"GenCAD-3D employs contrastive learning to align latent embeddings between CAD and geometric encoders, and uses latent diffusion models for generation"
project:generative-ai-meets-cad-enhancing-engineering-design-to-manufacturing-processes,project:from-text-to-design-a-framework-to-leverage-llm-agents-for-automated-cad-generat,CITES,1.0,investigating the potential of LLMs in solving engineering design problems
project:generative-ai-meets-cad-enhancing-engineering-design-to-manufacturing-processes,project:large-language-models-for-computer-aided-design-a-survey,CITES,1.0,Despite extensive exploration of LLM capabilities in multiple fields
project:generative-ai-meets-cad-enhancing-engineering-design-to-manufacturing-processes,project:text-to-cad-generation-through-infusing-visual-feedback-in-large-language-models,CITES,1.0,incorporating image recognition and voice detection capabilities
project:generative-ai-meets-cad-enhancing-engineering-design-to-manufacturing-processes,project:cadvlm-bridging-language-and-vision-in-the-generation-of-parametric-cad-sketches,CITES,1.0,incorporating image recognition and voice detection capabilities
project:geomagic-design-x,project:geomagic-for-solidworks,BUILT_ON,1.0,"merger of Rapidform's parametric, history-based modeling with Geomagic's mesh-processing and surfacing stack"
project:geomagic-design-x,project:geomagic-wrap,CITES,1.0,"merger of Rapidform's parametric, history-based modeling with Geomagic's mesh-processing and surfacing stack"
project:geomagic-for-solidworks,project:geomagic-design-x,BUILT_ON,1.0,deployed production as part of Hexagon's Geomagic portfolio
project:geomagic-for-solidworks,project:geomagic-wrap,BUILT_ON,1.0,deployed production as part of Hexagon's Geomagic portfolio
project:geomagic-wrap,project:geomagic-design-x,BENCHMARKED_AGAINST,1.0,"Compared with Design X, Wrap sits earlier in the reconstruction workflow"
project:geometry-informed-neural-operator-for-large-scale-3d-pdes,project:gino,CITES,1.0,"We propose the geometry-informed neural operator (GINO), a highly efficient approach to learning the solution operator"
project:geometry-informed-neural-operator-transformer-for-partial-differential-equations,project:gino,CITES,1.0,Geometry-Informed Neural Operator Transformer (GINOT) integrates the transformer architecture with the neural operator framework
project:geometry-informed-neural-operator-transformer-for-partial-differential-equations,project:gnot-a-general-neural-operator-transformer-for-operator-learning,CITES,1.0,GINOT integrates the transformer architecture with the neural operator framework
project:geometry-informed-neural-operator-transformer-for-partial-differential-equations,project:geometry-informed-neural-operator-for-large-scale-3d-pdes,CITES,1.0,Geometry-Informed Neural Operator Transformer (GINOT) builds on geometry-informed neural operator concepts
project:get3d,project:dreamfusion,CITES,1.0,bypassing the slow score-distillation route used by DreamFusion
project:gino,project:fno,BUILT_ON,1.0,GINO extends FNO to large-scale 3D PDE problems on irregular domains
project:gino,project:nvidia-physicsnemo,BUILT_ON,1.0,GINO is the architecture underpinning NVIDIA PhysicsNeMo's flagship demonstrations
project:gnome,project:mattergen,CITES,1.0,"Triggered an industry-wide push toward generative-materials platforms (MatterGen, MatterSim)"
project:gnome,project:mattersim-a-deep-learning-atomistic-model-across-elements-temperatures-and-press,CITES,1.0,"Triggered an industry-wide push toward generative-materials platforms (MatterGen, MatterSim)"
project:gnome,project:a-lab,CITES,1.0,Triggered an industry-wide push toward active-learning labs (A-Lab Berkeley)
project:google-circuit-training,project:dreamplace,BUILT_ON,1.0,support for DREAMPlace as the standard-cell placer
project:gpytorch,project:botorch,BUILT_ON,1.0,GPyTorch is a Gaussian process library implemented using PyTorch
project:gpytorch,project:gpflow,BENCHMARKED_AGAINST,1.0,GPyTorch differs from many existing approaches to GP inference
project:graph-convolutional-neural-networks-with-global-attention-for-improved-materials,project:crystal-graph-convolutional-neural-networks-for-an-accurate-and-interpretable-pr,CITES,1.0,our method is able to outperform existing state-of-the-art GNN models
project:graph-convolutional-neural-networks-with-global-attention-for-improved-materials,project:materials-graph-library-matgl-an-open-source-graph-deep-learning-library-for-mat,CITES,1.0,"various techniques have been proposed to extract physicochemical features in MPP, graph neural networks (GNN) have also shown very strong capability"
project:graph-representation-of-3d-cad-models-for-machining-feature-recognition-with-dee,project:brepgat-graph-neural-network-to-segment-machining-feature-faces-in-a-b-rep-model,BENCHMARKED_AGAINST,1.0,The graph representation is compared with voxels on their performance of training deep neural networks to segment 3D CAD models
project:graphcast,project:fourcastnet,BENCHMARKED_AGAINST,1.0,beating the operational ECMWF IFS system on most metrics
project:graphcast,project:climsim,BENCHMARKED_AGAINST,1.0,the benchmark that engineering surrogates are now measured against
project:graspnet-1billion-a-large-scale-benchmark-for-general-object-grasping,project:dex-net-20-deep-learning-to-plan-robust-grasps-with-synthetic-point-clouds-and-a,CITES,1.0,"analytic computation, which is able to evaluate any kind of grasp poses without exhaustively labeling ground-truth"
project:high-frequency-wavefield-extrapolation-using-the-fourier-neural-operator,project:fno,BUILT_ON,1.0,"a data-driven machine learning method, called the Fourier neural operator (FNO), is capable of predicting high-frequency wavefields"
project:hitem3d,project:hi3d-pursuing-high-resolution-image-to-3d-generation-with-video-diffusion-models,BUILT_ON,1.0,Powered by Sparc3D × Ultra3D — the industry’s most precise AI 3D model generator
project:hp-variational-physics-informed-neural-networks-for-nonlinear-two-phase-transpor,project:variational-physics-informed-neural-networks-for-solving-partial-differential-eq,CITES,1.0,the hp-variational physics-informed neural networks (hp-VPINNs) approach
project:hp-variational-physics-informed-neural-networks-for-nonlinear-two-phase-transpor,project:solving-pdes-by-variational-physics-informed-neural-networks-an-a-posteriori-err,CITES,1.0,"By employing the approach of hp-VPINNs, the forward problem is solved"
project:hp-variational-physics-informed-neural-networks-for-nonlinear-two-phase-transpor,project:pinn-original,CITES,1.0,Neural networks (NN) have gained a lot attention recently in solving a wide range of computational physical problems
project:hubs-instant-quote,project:protolabs,CITES,1.0,Hubs is now Protolabs Network
project:humangaussian-text-driven-3d-human-generation-with-gaussian-splatting,project:text-to-3d-using-gaussian-splatting,CITES,1.0,3D Gaussian Splatting is an efficient renderer with periodic Gaussian shrinkage or growing
project:hunyuan3d-2,project:hunyuan3d-10-a-unified-framework-for-text-to-3d-and-image-to-3d-generation,BUILT_ON,1.0,Tencent's Hunyuan3D 2 is a two-stage open-source 3D generation system
project:hunyuan3d-2,project:hunyuan3d-10-a-unified-framework-for-text-to-3d-and-image-to-3d-generation,BENCHMARKED_AGAINST,1.0,Achieves geometry quality competitive with closed commercial systems at the time of release; widely benchmarked
project:hybrid-thermal-modeling-of-additive-manufacturing-processes-using-physics-inform,project:machine-learning-for-metal-additive-manufacturing-predicting-temperature-and-mel,CITES,1.0,using physics-informed neural networks for temperature prediction and parameter identification
project:hybrid-thermal-modeling-of-additive-manufacturing-processes-using-physics-inform,project:physics-informed-neural-networks-for-heat-transfer-problems,CITES,1.0,using physics-informed neural networks
project:hybrid-thermal-modeling-of-additive-manufacturing-processes-using-physics-inform,project:architecture-driven-physics-informed-deep-learning-for-temperature-prediction-in,CITES,1.0,temperature prediction and parameter identification using physics-informed neural networks
project:idrlnet,project:nvidia-simnettm-an-ai-accelerated-multi-physics-simulation-framework,BUILT_ON,1.0,IDRLnet is a flexible framework inspired by Nvidia Simnet
project:incremental-spatial-and-spectral-learning-of-neural-operators-for-solving-large,project:fno,BUILT_ON,1.0,At the core of FNO is a spectral layer that leverages a discretization-convergent representation in the Fourier domain
project:incremental-spatial-and-spectral-learning-of-neural-operators-for-solving-large,project:fno,BENCHMARKED_AGAINST,1.0,iFNO reduces total training time while maintaining or improving generalization performance... compared to the existing Fourier Neural Operator
project:inferring-cad-modeling-sequences-using-zone-graphs,project:inversecsg,BENCHMARKED_AGAINST,1.0,our approach outperforms an existing CSG inference baseline in terms of geometric reconstruction accuracy
project:instantmesh,project:zero123-a-single-image-to-consistent-multi-view-diffusion-base-model,BUILT_ON,1.0,combining a multi-view diffusion model (Zero123++ class)
project:interface-pinns-i-pinns-a-physics-informed-neural-networks-framework-for-interfa,project:pinn-original,CITES,1.0,"compared through several one-dimensional, two-dimensional, and three-dimensional benchmark elliptic interface problems"
project:interface-pinns-i-pinns-a-physics-informed-neural-networks-framework-for-interfa,project:extended-physics-informed-neural-networks-xpinns-a-generalized-space-time-domain,CITES,1.0,"compared through several one-dimensional, two-dimensional, and three-dimensional benchmark elliptic interface problems"
project:inverse-designed-spinodoid-metamaterials,project:data-efficient-inverse-design-of-spinodoid-metamaterials,CITES,1.0,"inverse design of (meta-)materials which, when applied to spinodoid topologies"
project:inverse-designed-spinodoid-metamaterials,project:data-driven-topology-optimization-for-multiscale-biomimetic-spinodal-design,CITES,1.0,biomimetic artificial bone architectures that reproduce properties of trabecular bone accurately
project:inversecsg,project:csgnet-neural-shape-parser-for-constructive-solid-geometry,CITES,1.0,compare our method to prior state-of-the-art
